info_0,info_1,info_2,info_3,info_4,corr_0,corr_1,corr_2,corr_3,corr_4,const_0,const_1,const_2,const_3,const_4,noise_0,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,target
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,0.36958624840442167,-0.2742885336863409,0.10899558631168804,1.424002798897594,-0.014304650176812483,1.0,1.0,0.0,5.0,-1.0,-0.5561645694219997,0.14876073333569612,1.5401078237440315,0.968498802624876,0.5207943056927528,-0.4928849123837183,0.7499383929448385,-1.686876951373053,-0.2523534819908905,0.5837114198239499,0.7404212140477514,0.669884490215741,0.2948306892096945,-0.19572497908388292,0.5379759698264889,1
-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,-0.6164065926722191,1.893757610822569,0.9137671754782102,-0.6897443825262635,0.5001011523846104,1.0,1.0,0.0,5.0,-1.0,-0.9528610405863005,-0.8446772632932499,0.06173467646029673,0.17319764270874738,-1.8256151785646464,0.45514638094951854,0.7727283779193933,-0.07728523746629531,2.3744662832839922,-0.6829351063151862,-0.3610871633868695,-0.39506690612720935,-0.07618761129101755,-0.3287248129662911,-1.4068105446048718,1
-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,0.016078849479847612,-0.2456654095184971,0.24459736803547846,-1.9845852397460932,-1.701935111377535,1.0,1.0,0.0,5.0,-1.0,-0.5465482962364754,-0.09762069577407609,1.2285720820619974,2.2022432733729134,1.3354738978506546,-0.7753790296726064,-0.6958096106261655,-0.15932857750935098,1.7845588888535862,-0.1654240521818934,-1.3275074905374307,-0.5011771369530351,0.757056001819417,0.6899402768960868,-0.2002166664916561,0
-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212109,-1.4123037013352915,-0.7158165966236637,-1.6442559720501282,0.926900705755693,-0.8614265757613905,-1.2928595217985304,1.0,1.0,0.0,5.0,-1.0,0.6834146735600306,-2.273172202546832,0.10382923503269768,0.8606854213686301,-0.8328632751545352,-0.836338536496288,-1.8664481527634753,1.589895594810694,-0.7201539770215667,0.24104327786211174,0.6039170414833746,1.512067949141453,-0.15389777398563528,-0.5394297937784186,0.17306764857055348,0
1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,1.4482764439584814,-0.44631134070391204,0.011750860403292616,-1.9045666148717502,0.1387432248908087,1.0,1.0,0.0,5.0,-1.0,1.284080276542287,-0.17017253140078376,-0.9548690815840764,-1.5407578083153624,-1.2212973846052253,0.8643914974066649,-0.3206244763068115,-0.6075209099207104,-0.7159672231839423,0.08504586020018182,-0.23945509376558377,-0.2731321437192525,1.3493239278107392,1.5380162818616334,-1.6100216729089964,1
0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,-0.25943100981685274,-1.4605834625764567,0.24362025702975185,-0.2142159724630917,-0.2873410500144805,1.0,1.0,0.0,5.0,-1.0,0.3275927311429576,-0.7768620986213922,-0.24825111386109355,0.3092783851266944,-0.21271991693091935,0.23045988062763317,0.6729702060319175,0.29457680054031987,-0.6468363041676235,-0.6291996069703238,-1.4397052966180355,-0.8539202975207183,1.9620683618985282,-0.7920035740952445,-1.1933788124438198,0
-0.6017066122293969,1.8522781845089378,-0.013497224737933921,-1.0577109289559004,0.822544912103189,-0.9725473510385356,2.2285796927361394,0.2058029632977105,-0.8961804417909647,1.0372651844544412,1.0,1.0,0.0,5.0,-1.0,0.31992786184477334,-0.11036475929185985,-0.19559323684922542,1.40904596641209,0.5491266755583651,-0.5299929317034754,-0.42447591759177994,-0.5025865139056851,0.8747396215802571,-0.30814762945313745,-1.7931535024541505,-0.04831967873434432,-1.537026001127929,2.184230601754902,-0.9656679138472309,1
-1.2208436499710222,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,-0.502535079796287,0.8643920635155891,-2.165684726780764,-0.8410205510550848,0.3118116927967936,1.0,1.0,0.0,5.0,-1.0,-0.16186476535773067,0.2582027347011369,-0.28865816067923,-0.29003040146619263,0.4218272861608771,1.5262159587962787,0.7675090818172975,1.4785138785735428,-1.046619108093502,0.31736263325536135,0.15524605205827927,0.3510912916767348,1.3762319706355726,-0.22078914979205405,-0.4055033665540877,0
0.7384665799954104,0.1713682811899705,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,0.8881953248367352,-0.33631296830302804,-0.1667640120046993,-0.5449507726902583,-1.2301043458994347,1.0,1.0,0.0,5.0,-1.0,0.5339807974186639,-1.7782027275658474,-0.2368520491221783,-0.13419768928545298,-0.9203586163069253,1.0570590113565772,-1.0622403173432842,-0.1358730483637962,0.29315722532296834,1.3534515614761184,-0.010556434880853316,0.9361535941282105,0.7005953972771274,0.12345755616914253,-1.0895134082734554,1
-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0.3436182895684614,-1.763040155362734,-0.39852005827386716,-1.0829846762646809,1.0505117670176345,0.680176741006737,-1.8190438440567673,1.0,1.0,0.0,5.0,-1.0,-1.4345808609043489,0.10650540141918646,-0.5426968739026136,0.9192610916812918,0.7458565180985776,-0.1846109944370498,-1.1577129239412693,0.5107355496072734,-1.0179494461351504,-0.758463922930865,-0.9794157382151545,-0.13850102193995345,1.1701923340705616,-0.005040870223528701,-0.44321869242769574,0
